id	mol	type	q	x	y	z
1641	3	1	0.027	15.940788869158729	22.493183461941506	23.3979558310946
912	6	6	0.053	13.820571669128409	20.794837830870957	18.49964037058058
1198	2	4	0.0265	19.898790513429446	21.391452900728314	16.44799378108914
1646	3	1	0.027	17.469076201881784	23.909999751197887	22.02343377728061
1647	3	6	0.053	18.191309629635192	23.925677142916992	21.240409743957443
1649	3	8	-0.266	18.001919452916788	23.996575945084505	23.31180504734648
1642	3	6	0.053	15.601375479217632	23.446107384060184	23.66001700195824
1209	2	4	-0.1268	18.870133503453907	20.59211972630192	15.97526424380567
1201	2	6	0.053	18.55828505032683	23.117308093833245	16.56688668094005
1210	2	6	0.1268	18.129600866812268	20.125225178500905	16.719975123411125
1202	2	6	0.053	18.095347099350555	23.109151263071603	18.16278460082737
1200	2	1	0.027	19.004337031864388	23.159212735087337	17.532321773624577
1199	2	8	-0.1595	19.78462191628373	22.02847771089167	17.649841710876416
1643	3	6	0.053	16.70630612917303	22.224827051295637	24.087771257532825
1639	3	4	0.0265	14.471042928433084	21.482389239520423	25.10195320502441
1640	3	8	-0.1595	14.850161078466526	21.63037825207424	23.705757493543363
2474	6	6	0.1268	13.243854361915217	24.182691777766003	23.68347431598417
67	3	6	0.053	14.33305596145279	24.5626010153244	25.29915595135509
1650	3	4	-0.1268	15.189726789987244	21.918484823528228	26.22053458969036
1651	3	6	0.1268	15.975692218932126	22.594808124816783	26.14110053797408
914	6	8	-0.266	13.843367367527977	21.70904516977841	16.677757452680304
139	3	6	0.1268	21.18754115439682	19.838219565519218	18.535785279185856
907	6	6	0.053	14.975115302460594	19.556478659909946	16.232528283346433
906	6	1	0.027	14.016260305278353	19.142689895510134	16.019368665618757
1203	2	2	0.08	19.5547123405396	24.615166070539715	17.583451450916897
2873	3	1	0.027	18.67001265780066	20.610767753412503	26.45802789621044
1260	10	6	0.1268	9.73890186205286	29.221514293024327	17.7239691500186
2464	6	6	0.053	11.50129620330678	25.423039912313484	16.299748399203494
2051	2	4	-0.1268	12.98246045734739	29.53828171846653	16.893669937098664
1259	10	4	-0.1268	9.043716819022077	29.06371291921636	16.806242386651448
2477	6	4	-0.1268	11.284503941828202	25.24132485678323	21.325384078724483
2475	6	4	-0.1268	11.856438024317342	25.118513747018778	22.55872565072396
2053	2	4	-0.1268	12.43556200581813	29.235666228854917	18.130289721999887
2054	2	6	0.1268	11.5197120311388	29.577824617673045	18.516295266903384
2055	2	4	-0.1268	13.076349590434331	28.277559313628785	18.811044373889526
2056	2	6	0.1268	12.703735584041208	27.859623240524577	19.7233679963924
79	3	4	-0.1268	9.291895965743429	25.6716939062182	25.956472713570403
2630	10	6	0.053	5.863490779040065	28.816758210978644	26.50556981048985
1249	10	6	0.053	5.01954653525618	25.50606797016765	19.993389122260183
2467	6	6	0.053	9.091412261651602	25.282914427368823	16.24285014337788
2460	6	1	0.027	10.731290144729291	25.295653410672568	18.304077933450536
2461	6	6	0.053	9.836684025771806	25.974997458614997	18.32448181851398
1247	10	1	0.027	4.99320239034788	26.47243197220019	20.461864534244118
1627	10	6	0.053	7.961110446237569	27.04834076721328	21.841726276215283
1246	10	6	0.053	7.162035304925855	26.2096277863866	20.42794900912163
1243	10	6	0.053	6.274318165895522	26.361955490911683	18.028528501525365
1245	10	2	0.08	6.423826443694707	26.98461716199642	20.11872682317772
1242	10	1	0.027	6.458171916926556	27.309788710136388	18.618740132784144
1626	10	6	0.053	8.673432757753297	27.571775457238196	20.39666680452197
1625	10	1	0.027	8.106483243147437	27.99652193077825	21.25324693520518
1244	10	6	0.053	5.716471839224035	28.13125402212764	18.415148550111144
1628	10	8	-0.266	6.808383410344711	28.256129415026635	20.71659243243
1241	10	8	-0.1595	7.652517485136157	27.93415161081406	18.312079941782724
956	10	8	-0.266	7.617238740280157	30.417001560092544	25.57707583695205
2628	10	1	0.027	5.6763579576161405	28.87299252116268	25.458285294234955
2462	6	6	0.053	11.69408762621268	25.893464756458684	18.63815740027424
1621	10	6	0.053	10.665770507354356	28.459813744694657	21.516049328996512
1620	10	1	0.027	10.14726366238347	28.597661340100288	22.440487776301627
2636	10	8	-0.266	8.021746567956514	28.962629167281744	23.390091625908063
1623	10	2	0.08	8.749959775908607	28.99612685826295	22.149401113950137
1619	10	8	-0.1595	10.879019370377325	29.53421452087252	23.27552860859593
1618	10	4	0.0265	12.003111040530216	29.8315739757046	22.5296423761192
1240	10	4	0.0265	7.836707484866819	28.44156600744436	17.0133339032522
81	3	4	-0.1268	9.89196360204924	26.83378379289741	26.49101613137696
82	3	6	0.1268	9.34867784445082	27.68540211391693	26.749704610036755
2478	6	6	0.1268	10.722651067427478	26.11271702284573	21.11716792618969
83	3	4	-0.1268	11.22601182693478	26.65725345847361	26.786063730218547
64	3	4	0.0265	12.016659707543097	25.51919191113158	26.52015686990674
80	3	6	0.1268	8.342829703692166	25.817138324017236	25.445597823353545
2629	10	6	0.053	5.937154213168772	27.937749390912668	24.92724034508172
949	10	6	0.053	9.91828613924066	30.727937737703567	26.031129424125144
2631	10	2	0.08	6.429008188091023	30.059327706303247	24.817628044967723
2633	10	1	0.027	6.936467662575828	29.868487768948	23.41579685476432
1622	10	6	0.053	10.046793136460892	27.512577501589128	22.83670890322221
1624	10	6	0.053	8.710899095622242	30.045657956843293	21.76194258036632
2635	10	6	0.053	7.323766698607124	30.85660467482643	23.161841893038137
2634	10	6	0.053	6.190159530757683	29.376409146499757	22.79535692965769
2632	10	6	0.053	5.699370652636367	30.869637043841053	24.891851257591963
2476	6	6	0.1268	11.710038301634055	25.8884177933038	23.295962783868344
1630	10	6	0.1268	12.934278271156243	27.96524819608476	22.87868133919239
1629	10	4	-0.1268	12.93918019984424	28.820965615409207	22.24431763349121
2052	2	6	0.1268	12.546105788383432	30.408875587577494	16.313945086646157
1637	10	4	-0.1268	12.19743966453033	31.121950064234397	21.97244276270703
1251	10	4	-0.1268	6.874201249621152	28.521000813760654	16.012018677568868
2049	2	4	-0.1268	14.212996886934716	29.070823110117267	16.457200255680476
1921	6	6	0.053	13.638940614837434	25.039608931637456	16.96025548124941
767	2	8	-0.266	20.230784027659976	24.926606723137468	18.7731295175331
2836	2	6	0.053	17.787619873936983	31.149852216811777	21.876521086472824
1704	3	1	0.027	19.48441739803465	25.21688844199293	24.74534150835739
1708	3	6	0.053	18.559664611338658	25.863087565064024	22.78396777750736
1705	3	6	0.053	19.09115316209568	25.466879977090727	25.811031800162645
1707	3	2	0.08	18.373703514336235	25.33952455895786	23.69097135350428
1648	3	6	0.053	16.887775284752202	24.825832777693883	21.835809233391423
1315	2	6	0.1268	18.819144829266577	31.244665022237733	16.741733977921577
1706	3	6	0.053	20.29136888156951	25.93775262829525	24.57581391391302
1633	10	4	-0.1268	14.297098786791851	30.450811518607026	21.00861555663817
1712	3	8	-0.266	16.774767093653534	25.19718804041731	25.509937299203397
1709	3	1	0.027	17.270682804321492	26.07440248843606	24.527865873115257
1711	3	6	0.053	16.484767621361954	26.37418425607572	23.844784966142587
68	3	6	0.053	13.980739757267251	26.13711756562127	24.890034654955446
66	3	1	0.027	14.351885067113132	25.50525379994804	25.833357569310117
69	3	2	0.08	15.79596144014704	25.859620803650035	26.327663618739333
1710	3	6	0.053	17.774572645692086	26.95519834762227	25.05496053281711
1307	2	6	0.053	20.596621822568537	28.47706784485229	16.290216626386634
2840	2	4	-0.1268	16.427977826670254	30.191381027080865	24.09462230575441
2057	2	4	-0.1268	14.339368622487358	27.735855315763985	18.4803141321926
2058	2	6	0.1268	14.774512696406788	27.090193502145347	19.27705399614876
2838	2	8	-0.1595	18.3681263636902	29.42134713393403	22.8831863848564
2041	2	6	0.053	16.61274424520983	29.380761466097308	17.973020865345763
65	3	8	-0.1595	13.325342930063412	25.63355922840265	26.83628866331859
1205	2	1	0.027	18.38604382995884	25.60672413089628	17.61152177054991
1204	2	6	0.053	20.002566453421544	24.951492898619176	16.55428100819637
1206	2	6	0.053	17.861571319398372	25.416546727185	18.595001258013383
1207	2	6	0.053	17.693365410578593	25.457085379640784	16.79503190499645
1208	2	8	-0.266	18.88629559349928	26.943185642247823	17.743255994437995
2039	2	8	-0.1595	16.20898987920541	27.70806993173562	16.89647809719029
2044	2	6	0.053	17.31160183757161	27.232539661682623	19.20934149118782
2043	2	2	0.08	17.98956794738193	27.74291685743601	18.479476684879668
2047	2	6	0.053	19.651262958893184	27.828877040970927	19.92400293499462
2038	2	4	0.0265	14.98291815451372	28.200511509563803	17.26314412801381
2045	2	1	0.027	19.050647672725034	28.503682688463428	19.331741782465805
2040	2	1	0.027	17.140905301115794	28.600132157837617	17.511773281820854
2046	2	6	0.053	19.871660349256988	28.972833236234926	18.667676738234228
2834	2	6	0.053	20.053816853934265	29.36082201755587	21.276062255329403
2042	2	6	0.053	17.83146754282227	28.93509387146232	16.677768247743373
2048	2	8	-0.266	18.398026144079825	29.559773654295352	20.098685637165215
70	3	6	0.053	15.900782098140716	26.926951458327824	26.34288546553672
2839	2	4	0.0265	17.763276673276025	29.86862270405318	24.109480730137395
2842	2	4	-0.1268	15.802266794283574	30.61534504176905	25.245309504126
2846	2	4	-0.1268	17.799933637283438	30.152349392793468	26.538665505672213
2844	2	4	-0.1268	16.520014806532714	30.64658775814121	26.442704539088883
2832	2	2	0.08	19.430450082362785	30.087510703940563	20.82383975960937
2848	2	4	-0.1268	18.386492395364517	29.741694212662924	25.343652353389853
2849	2	6	0.1268	19.46069844325126	29.548192661818767	25.43252117137231
1632	10	6	0.1268	14.872696175975154	28.42681742108992	21.412508724635057
1631	10	4	-0.1268	14.078241004302264	29.20849769337902	21.55056846479395
2841	2	6	0.1268	15.955402558316203	30.3238264188146	23.1492351431107
2843	2	6	0.1268	14.702168240476942	31.05662901088885	25.2058535396845
2835	2	1	0.027	18.679157110523494	30.600408153772385	22.09376696043062
1634	10	6	0.1268	15.076341204228076	30.465951148628427	20.16581394247318
2829	2	1	0.027	20.315735792556907	31.107449849167548	19.976765469952333
2830	2	6	0.053	20.973947264049634	30.825807540314525	19.137863100479183
1195	6	6	0.1268	5.397015272715215	35.88960637646112	18.261065041600155
1851	5	1	0.027	8.877616040929311	37.61095692424209	25.22734250324009
1358	4	4	-0.1268	5.431122764800203	35.6904788397218	26.62371808884457
1356	4	4	-0.1268	5.1923690352232175	35.105510397708166	25.463891461971805
1088	4	6	0.1268	10.974357938621552	34.79400002391735	17.21076012641919
1357	4	6	0.1268	5.343888694535098	35.58671458280101	24.57136377858859
953	10	1	0.027	7.395973023100676	31.259365612275616	26.63324401062089
1084	4	6	0.1268	9.464511542420894	32.18429809879588	20.14828488403533
1192	6	4	-0.1268	5.574764442676766	37.56438401106375	16.91921969728291
1850	5	8	-0.1595	10.019460903546392	37.25558579107832	24.556224437612148
1861	5	6	0.1268	9.993787830236446	36.9570430609301	21.893371667964622
1086	4	6	0.1268	11.202866050426325	33.518625583590804	19.390108807598075
1075	4	6	0.053	5.799401246021268	33.26041845833015	18.55475957276021
1852	5	6	0.053	8.379730080537378	36.8191754697653	25.72444989710465
1080	4	6	0.053	5.436583233103642	31.939564525710427	21.547907955386822
1638	10	6	0.1268	11.60002872590173	32.0041575541065	22.248819499027345
1196	6	4	-0.1268	7.027517624043641	37.03908105677576	18.811179277300518
1849	5	4	0.0265	9.755933972834155	36.07671040375975	23.877719486169877
1194	6	4	-0.1268	5.928642578685024	36.7587521990877	18.000752394377805
172	5	6	0.053	12.377791532160572	36.47175565998761	25.48489410557169
1868	5	4	-0.1268	9.370214221896935	34.92049549857123	24.585514029558496
1197	6	6	0.1268	7.4605434400378705	36.35544332214897	19.51988809441292
1860	5	4	-0.1268	9.78755954610639	36.01689408969112	22.45995720319437
1085	4	4	-0.1268	10.35999921093731	33.34836868767316	18.64563240889639
950	10	6	0.053	9.950669175137818	32.42534920309252	26.3695206248724
1864	5	4	-0.1268	8.638819745822172	33.83607568958848	22.61933154780139
1866	5	4	-0.1268	8.708360230087976	33.83862669518217	24.015046583986287
1867	5	6	0.1268	8.352670545831193	33.00214205974663	24.58843313542676
1862	5	4	-0.1268	9.217991225254783	34.90427528686193	21.912472799669285
1863	5	6	0.1268	9.16119673561371	34.88369852639508	20.8734635826724
1865	5	6	0.1268	8.145715931490479	32.986792492079346	22.206097750697083
1087	4	4	-0.1268	10.216748775581404	34.087556324606666	17.484026777763482
1089	4	4	-0.1268	8.989540120156764	33.78196986152109	16.792330907391477
1092	4	6	0.1268	6.990504601760764	33.1060237254878	16.962071938483597
1076	4	6	0.053	5.88173620757675	31.5341913014502	17.63215351103045
1083	4	4	-0.1268	9.366278487444584	32.65109700725141	19.194472153564966
1072	4	4	0.0265	8.14566021225372	32.433318587471405	18.547936186510466
1073	4	8	-0.1595	7.1130737253630985	31.758794884082352	19.133233241793107
1091	4	4	-0.1268	8.008689799891496	33.0324751530846	17.32517454026178
1074	4	1	0.027	5.86477223843284	32.13448166360854	18.683898090546023
954	10	6	0.053	7.197984259051644	32.21784269043005	26.131778400566247
1869	5	6	0.1268	9.633698716109429	34.751930972062084	25.704335603942543
181	5	6	0.1268	13.04087992269814	35.309095150464216	23.910253211615235
1887	6	4	-0.1268	12.562858645276894	37.59877056570416	17.25696151186017
1888	6	6	0.1268	13.15096509167826	36.67702218625658	16.941575297504066
948	10	1	0.027	9.90137308861689	31.435360987549444	26.769480432979893
1359	4	6	0.1268	5.757896559587406	36.63362046034138	26.578739497778823
2825	2	6	0.053	20.85903111618428	33.49844204248136	21.84138052043642
2831	2	6	0.053	21.188770184695237	31.528788528371493	20.609683108008085
1106	5	4	-0.1268	18.45139495792546	35.33118032986471	24.680765922622268
1093	5	4	0.0265	20.283179290176324	34.61353226784413	26.18175056474874
1097	5	6	0.053	21.369513940098976	36.551628190396784	25.958583623193928
1109	5	6	0.1268	16.325577242843544	35.09702268719258	25.362112925514523
2854	2	4	0.0265	18.30927236489114	34.85653811411132	16.80850225122702
1110	5	4	-0.1268	17.97795000471863	34.27085758043886	26.74525674928228
2852	2	6	0.053	19.90373313386406	35.303883806267095	18.684468148003376
2823	2	1	0.027	20.188215036307724	34.0631415925613	21.12780378647276
1108	5	4	-0.1268	17.453913716620754	34.9423508017729	25.61672452310551
1107	5	6	0.1268	17.98829163697185	35.83777573982459	23.780535784191905
2863	2	4	-0.1268	19.00392409327072	36.02983327163679	16.487280476481587
1890	6	6	0.1268	14.05582617732914	37.8926808378415	18.731679032332323
2821	2	9	-0.5571	18.908676864114742	34.14615902018045	21.651925768514648
2826	2	2	0.08	20.150365259186263	33.37973960087101	19.709736466065387
180	5	4	-0.1268	13.90445534956902	35.918444572767015	23.359387822936437
2851	2	6	0.053	18.489287489690405	34.81975788657063	19.47313543205155
173	5	6	0.053	13.975686549910703	35.97821001685351	26.28432477273672
171	5	1	0.027	13.281389385110774	36.84310211243134	26.00027713860514
183	5	6	0.1268	13.68664986167271	34.518104058312375	21.781517136883718
2837	2	6	0.053	19.32937516575772	31.117101612885897	22.786420845102835
170	5	8	-0.1595	14.04338089761475	37.59382942455623	25.06408736568124
2824	2	6	0.053	20.681152959093414	35.01871682837441	20.99268761717522
184	5	4	-0.1268	15.183765902171368	36.05786903649432	21.274808611862756
2827	2	6	0.053	21.13721309274718	33.18324329900379	19.35534198992097
2012	5	6	0.1268	19.745041007295484	37.87371130000676	19.635740082663503
182	5	4	-0.1268	14.268727971935776	35.33767207182508	22.158889643427017
2864	2	6	0.1268	19.9893902473496	36.23169251214674	16.879672642932206
2850	2	1	0.027	19.326723421203965	34.39027673964066	18.896500906083133
186	5	4	-0.1268	15.89590933908403	37.07336824540379	21.91949019650476
188	5	4	-0.1268	15.490274562577833	37.60889826505113	23.113976533017613
169	5	4	0.0265	14.52875541580136	37.02146048061257	23.91071824153624
187	5	6	0.1268	16.382540235874835	37.785466572314576	21.19083256691076
2856	2	6	0.1268	16.36788140270979	33.83034423876233	16.675337635019428
2855	2	4	-0.1268	16.981431153044774	34.68961042038326	16.428921897067035
1104	5	4	-0.1268	19.788570773440853	35.05418275479589	24.903018871552707
2853	2	8	-0.1595	19.04284835565039	33.92224074756656	17.546113170051292
1635	10	4	-0.1268	13.3179340371498	31.39676297001254	21.165332161572994
2822	2	5	0.4241	18.564735071123856	33.238149115833025	21.747228148520172
1636	10	6	0.1268	13.469559692767444	32.47526537962651	20.804941903630763
2828	2	8	-0.266	19.363348146235943	32.12490074679408	19.54287239736379
185	5	6	0.1268	15.531695269320217	35.76007207628248	20.310997224803156
761	2	6	0.053	21.41817830937408	26.05673178172776	20.58588057571673
390	5	4	-0.1268	19.972993568372832	8.295372059030829	26.848384987116024
1191	6	6	0.1268	5.916782490459105	6.421462502048492	15.940168343627008
278	6	6	0.053	12.270041828574072	8.783977167562572	16.110933336386204
276	6	1	0.027	12.388108308928668	9.798412334198211	15.955090201371348
285	6	4	-0.1268	15.302934099400812	10.975588647550458	15.946441868538232
1090	4	6	0.1268	8.609422300947319	34.54110210086199	15.976604225333777
1252	10	6	0.1268	5.883814400378393	28.11778029787884	16.37695040494451
294	6	6	0.1268	14.378660641227476	7.733999037486935	15.974538646431435
1687	5	6	0.053	6.675134603212475	5.6979345476780106	29.33324345630296
1684	5	6	0.053	8.916432067349968	6.847186514285457	30.071378728436724
1683	5	1	0.027	8.44399663363917	5.827259277378767	30.5445979849186
1856	5	1	0.027	8.458799092285044	5.853279536648661	27.411215258400823
1857	5	6	0.053	8.619037475054544	6.748296822749085	28.02936257487112
1858	5	6	0.053	7.367790802839035	5.881753529278783	27.01903356550468
1685	5	6	0.053	7.913418300672467	6.057543436825593	31.458144523191397
2699	5	6	0.053	7.503628112650668	7.436420102507778	33.21030533549519
2700	5	2	0.08	6.519925039081312	7.691744874123055	35.04194500591831
2705	5	6	0.053	8.061825220986735	6.012387801421225	35.357586000602595
2703	5	1	0.027	7.405354799989618	6.796025304240705	35.956173012411824
2695	5	6	0.053	7.662445225680191	8.896739824585548	31.66629808634916
2697	5	1	0.027	7.30590289292942	8.253431697105835	33.86919123080193
2696	5	8	-0.266	6.348669064440006	9.021380072125616	33.21414512687176
2698	5	6	0.053	8.249398729222746	8.817813505138888	34.0387712359533
2704	5	6	0.053	8.104845892286532	7.541847585328968	36.27768186835561
2694	5	2	0.08	6.830230232231862	9.531439931420472	31.89410948476245
2706	5	8	-0.1595	6.783797987081515	5.837707738879971	36.886821861363686
2702	5	6	0.053	5.969390707081493	8.387221097554555	35.690397625140875
2528	15	1	0.027	13.040260372816446	10.635572162897208	36.83462264054992
573	8	3	0.08	11.433668095339598	9.975395503909803	31.38403811724487
578	8	7	-0.266	10.500156366956473	10.69706931597471	32.243723534936926
893	5	8	-0.266	5.460629666279334	6.718427991762543	34.648185476212944
580	8	6	0.1268	7.511486989395617	10.889086799501486	28.371743134199573
1693	5	6	0.1268	8.70155449963018	5.419769229605892	33.334194429302144
570	8	1	0.027	10.597921080144156	9.315370178011475	30.231152464881383
2530	15	6	0.053	12.3254134055887	11.439268222769936	37.07370912365276
574	8	6	0.053	12.010838006173614	9.24838175243598	31.9411074404766
579	8	4	-0.1268	8.150435214887146	10.126310889162522	27.82630650556256
2689	5	9	-0.5571	5.585331116547949	7.614186621341576	30.91195123092915
1692	5	4	-0.1268	9.83167545557924	5.477546303059992	33.06989903732521
1694	5	4	-0.1268	10.668820698858273	5.830853245779162	34.10601977319587
1695	5	6	0.1268	10.189938924276955	5.792372267422742	35.15378532697189
1696	5	4	-0.1268	11.979218194526725	6.1424751768588814	33.97813814407732
569	8	8	-0.1595	9.893773255930183	10.336346494314643	29.4809392604449
587	8	4	-0.1268	10.395938619170824	9.319368708982262	27.33711980304528
568	8	4	0.0265	9.485086796767677	9.810741143397978	28.226636096219675
572	8	6	0.053	11.120522912872762	8.666718627109766	29.62297616155093
2691	5	1	0.027	5.737109012779462	8.995375192933466	30.977942664142983
571	8	6	0.053	9.84363050074747	8.718076680683549	30.734912263758392
1681	5	4	0.0265	10.34547282544537	5.4740186959104085	31.80747594500189
2693	5	6	0.053	6.003160129174741	9.46472950643641	29.97813171384813
1697	5	6	0.1268	12.743605034858843	6.480619907358433	34.789872584652926
388	5	6	0.053	21.08759509407632	36.48726634485499	30.29522184078137
588	8	6	0.1268	11.475454612362777	9.113942236899272	27.64035156797793
2720	5	6	0.053	7.456625209645965	11.436713165917192	32.64246144285015
2718	5	1	0.027	6.972982191846738	10.975478021607074	31.80593506600392
2719	5	6	0.053	7.568083181170589	11.144909932755318	30.796638722717173
2818	1	6	0.1268	5.221688362495843	11.658449266517447	36.83138267169194
177	5	6	0.053	11.800334364231396	6.422625151131351	27.788826590060797
1698	5	4	-0.1268	12.429937658749436	6.319651139386083	32.668438578656136
1701	5	6	0.1268	12.12107769841235	5.9207150867940825	30.500908720725413
1700	5	4	-0.1268	11.68240753011436	5.89468587285008	31.540903216729703
176	5	1	0.027	11.788797180442938	5.632547882487776	27.023786322606757
2529	15	6	0.053	13.121557871041311	10.319220379124692	35.82489717499945
2531	15	7	-0.266	14.191317393771609	10.913647899744074	37.63473883919898
872	5	8	-0.266	17.182322939807506	5.1927606191126765	29.17157598710384
846	5	2	0.08	16.123907642764692	5.773692071804326	28.361316705463565
842	5	8	-0.1595	15.071382600902943	7.10829919792314	30.250115476457044
841	5	4	0.0265	15.877719532683654	7.660655014684526	31.24698987754061
853	5	6	0.1268	14.993523332264193	9.571284169815057	30.9277290468257
391	5	6	0.1268	20.45356966296092	9.093411911397787	27.434941873740858
843	5	1	0.027	15.70268589799905	7.102392040974976	28.963307205223277
844	5	6	0.053	14.94092114498715	7.4802604578814735	28.32338819007473
845	5	6	0.053	16.50338614418539	7.877804124101155	28.948325061008088
860	5	4	-0.1268	16.734522818676727	6.851760622280345	32.00256007724344
861	5	6	0.1268	16.790345355709064	5.711985645840702	31.943240020585225
856	5	4	-0.1268	17.25490438243874	8.867017297613652	33.26667090098182
858	5	4	-0.1268	17.427594531137608	7.44605879452237	33.099547514849164
852	5	4	-0.1268	15.701641114428014	8.988323425259672	31.486130802397312
859	5	6	0.1268	17.815703080322244	6.87495758280892	33.97991269150775
383	5	6	0.053	20.13946188959805	6.845201044631275	28.631204916179232
851	5	8	-0.266	14.154884980214216	5.491326951627959	27.470831051699435
854	5	4	-0.1268	16.529709113413382	9.611612679312287	32.30544282350376
381	5	1	0.027	21.219976617296798	6.71511901963418	28.636241756185925
1699	5	6	0.1268	13.496839665271006	6.436386542541719	32.55559295549489
857	5	6	0.1268	17.703303648666797	9.405574397065532	34.10421545720575
855	5	6	0.1268	16.41459912927425	10.631890925708753	32.49924228298642
2686	1	6	0.1268	21.428894319708853	26.376336682262345	34.09020524756777
2597	1	4	-0.1268	17.058340619319324	5.897318880667887	37.26457837463348
867	5	2	0.08	18.979203531533997	36.714818042022735	29.408833498118728
847	5	6	0.053	16.345279844217085	5.939215254695903	27.25744671663979
2527	15	6	0.053	14.155859734515843	8.961634117940992	37.71960001441828
2598	1	6	0.1268	17.326624361587857	6.466461219754913	36.34584728070146
871	5	6	0.053	18.58739157063613	5.281673855859795	27.77539007999518
1466	3	6	0.1268	20.0893029056588	10.148999232818994	36.97422627110456
850	5	6	0.053	14.496059488748472	37.65520131565082	29.44333588745588
387	5	6	0.053	21.062658193498155	4.982170617419114	31.3330988698716
865	5	6	0.053	17.32068316630027	36.20638142581505	30.831776835391103
575	8	1	0.027	11.448171621184056	11.426171667521407	31.5316391325678
577	8	6	0.053	12.191246728196134	12.068302346911183	32.118201312421334
2819	1	4	-0.1268	6.986479109292283	12.789582674218856	37.13856483014073
2931	6	6	0.1268	6.792608379751968	16.13790756343674	27.85294545748426
576	8	6	0.053	11.06585014464378	12.207505038526309	30.77157112596826
2817	1	4	-0.1268	6.260343607797302	11.636776182268122	37.179564080153455
2777	1	9	-0.5571	10.05998750209809	14.661150487937109	32.91435010761779
2781	1	6	0.053	11.680448067585774	14.098944917450629	33.802251486043986
2779	1	1	0.027	10.973944467279969	14.87365680815583	33.9310406277428
2785	1	1	0.027	10.160537970218805	17.259891775213397	36.07569288828947
20	1	4	-0.1268	9.878947030802852	15.387105387280933	28.975702958391874
2730	5	6	0.1268	7.059660942880494	15.970312500896297	30.73776766665092
2930	6	4	-0.1268	5.928998433794074	16.684014404231966	27.29010267992601
2820	1	6	0.1268	6.693887130971546	13.670170587831704	36.44799794337904
2732	5	6	0.1268	7.563870662609688	13.826215369091294	31.59389402686089
2729	5	4	-0.1268	6.153843135853689	15.349824131472324	31.0735985011888
2731	5	4	-0.1268	6.494306649021221	14.00031908013255	31.326178671030483
21	1	6	0.1268	9.677585208672266	14.931446124068174	29.991340557287742
2808	1	6	0.053	9.778420491477249	12.823287027925268	35.51419516263287
2806	1	1	0.027	9.355462187700352	13.842865053867008	35.754472032788655
2809	1	8	-0.1595	9.088492272348583	13.837760723875167	37.145344924114106
2784	1	8	-0.266	9.365972654063963	16.169422128780177	35.47408356197559
2782	1	2	0.08	10.29071113078039	15.030394727365916	35.38662199009811
2810	1	4	0.0265	8.295681858651522	12.7876005433128	37.44261598179544
2778	1	5	0.4241	9.87485555793663	15.52765607748978	32.67857479995104
2780	1	6	0.053	11.615914480663754	15.718093751389269	33.73113219218613
2807	1	6	0.053	8.379818727789253	13.782138174496655	35.21156218168598
2783	1	6	0.053	11.086651225362058	15.086887378746082	36.08192844777128
2786	1	6	0.053	10.89218867842041	16.900748588221134	36.82193447852872
1	1	4	0.0265	10.569622252323116	16.641896572791186	28.88019824112101
2790	1	6	0.053	8.497435544507397	18.159097302421216	37.265845639536046
19	1	6	0.1268	9.094613577679148	13.660367900806692	27.98968852762205
18	1	4	-0.1268	9.693926850847957	14.63476159060468	27.823061712940262
2	1	8	-0.1595	10.748424845197505	17.329748398185906	30.05758739479929
2194	1	6	0.053	7.278458745038532	17.508821169055476	35.2361328088291
7	1	6	0.053	10.28128043826436	18.031667491404157	32.18425229084656
2721	5	8	-0.1595	5.71272701388104	11.61882207355026	31.599544011325907
862	5	4	0.0265	18.35053857484961	33.96935373726819	31.77963212288411
2722	5	4	0.0265	5.511030200527155	13.011877340224991	31.43536769296165
2288	6	4	-0.1268	5.449707895009716	16.637297856102506	36.97364876624147
2289	6	6	0.1268	6.263697812483676	15.918969186092896	36.94469989650078
12	1	4	-0.1268	11.068937894677642	17.0223766376032	27.639124665308454
2811	1	4	-0.1268	8.912315284364578	11.613824170808757	37.86469071473375
2587	1	6	0.053	14.186956729694716	35.63595907072579	36.88427154999523
2787	1	6	0.053	10.915205681548915	17.71825740885239	35.34334514925646
2188	1	6	0.053	5.21443019978496	17.88794712922069	33.2688423640429
2932	6	4	-0.1268	5.22699016894108	17.781809798815818	27.848436450143147
13	1	6	0.1268	11.5748317279416	17.955239219965165	27.598227095834652
2075	6	6	0.1268	5.889081539377871	13.150861993742536	27.005363893082933
2269	6	4	0.0265	5.25216558964506	17.739424826012502	37.84751220251383
863	5	8	-0.1595	18.911307950626977	35.109404744097375	31.163318963519945
2593	1	6	0.053	12.4373708156239	34.31203248401832	37.89943964485509
2519	5	4	-0.1268	20.653791216075746	13.916789327983729	34.03485263758488
2513	5	4	-0.1268	21.188404122972155	12.97227959754904	31.410586153651074
2518	5	6	0.1268	18.97289952677291	14.717231500656164	33.22520787224397
2306	12	6	0.1268	14.301308851578824	17.895224354636724	28.363682949086925
2300	12	7	-0.266	20.227356991661484	13.69236902083164	27.879743142269017
2308	12	6	0.1268	13.766150665392145	15.36066864130797	28.08976370115723
2307	12	4	-0.1268	14.771662507911604	15.69159292298545	28.244501211844582
2310	12	6	0.1268	15.32290253501717	13.667117506802295	28.06714968987008
2309	12	4	-0.1268	15.702165552614142	14.699724946523729	28.37688629288912
2294	12	6	0.053	17.749911347809917	12.225782791826344	27.517081698202897
